,File,CAGR,StDev,DrawDown,Sharpe,MaR,SM
0,Mom_1 T_1 SMA_25,12.759084843368518,14.41640548590803,-0.22389267894542264,0.8850392600180721,0.5698750358192259,0.50436178000422
1,Mom_1 T_1 SMA_50,11.864251070264253,14.774367612309439,-0.23222720257750007,0.8030293669137766,0.5108898069899823,0.410259518269867
2,Mom_1 T_1 SMA_75,16.951379279314583,14.98382332341309,-0.19989187056155122,1.1313120098544591,0.848027447624233,0.9593836361835181
3,Mom_1 T_1 SMA_100,16.61919755337491,15.052808240605131,-0.17527731141924918,1.1040596071997002,0.9481659331037507,1.0468317076626643
4,Mom_1 T_1 SMA_125,16.789246184939934,15.088135673121279,-0.19989187056155122,1.1127449108804803,0.8399164076945363,0.9346127082271101
5,Mom_1 T_1 SMA_150,15.4156518498618,15.222690491944125,-0.22953142639147484,1.0126759036465853,0.671613996053412,0.6801273103550832
6,Mom_1 T_1 SMA_175,16.41377086347213,15.19313226262814,-0.19451943525664672,1.080341471379572,0.8438113570408011,0.9116044030322525
7,Mom_1 T_1 SMA_200,15.362220155650919,15.089592890276577,-0.20137865734664784,1.0180672379537832,0.7628524471293302,0.7766350838152416
8,Mom_1 T_1 SMA_250,15.048151397657538,15.142897121334435,-0.23061242820612093,0.9937432234454388,0.6525299401560236,0.6484472061253062
9,Mom_1 T_1 SMA_300,15.283718622398567,15.209517016149103,-0.18220675538855113,1.0048786300163692,0.8388118535894259,0.8429041062764335
10,Mom_1 T_2 SMA_25,11.722561280357912,12.185200898756127,-0.19195226577230284,0.9620326638647836,0.6107018968071688,0.5875151726126768
11,Mom_1 T_2 SMA_50,11.839399489847736,12.397237067558104,-0.21056888003170338,0.9550030724853884,0.5622577984014158,0.5369579250022222
12,Mom_1 T_2 SMA_75,13.65916967712848,12.49994750643391,-0.19697893292795055,1.092738163108117,0.6934330222067264,0.7577407269246883
13,Mom_1 T_2 SMA_100,14.047899818928622,12.51756556159322,-0.17314391898552406,1.122254942449099,0.81134237351432,0.9105329886948287
14,Mom_1 T_2 SMA_125,14.03101635261601,12.61602095443978,-0.18100067012812948,1.1121586119178306,0.7751914035833968,0.8621357953799453
15,Mom_1 T_2 SMA_150,13.501336172571389,12.663069767151669,-0.17881770304776323,1.0661977246302634,0.7550335309343004,0.8050150327017046
16,Mom_1 T_2 SMA_175,13.94693083380092,12.625541058070727,-0.15814582427949597,1.1046600513714626,0.8819031989837481,0.9742032330940444
17,Mom_1 T_2 SMA_200,13.459012079048872,12.724484218693684,-0.18666567468020145,1.0577255508145536,0.7210223359011807,0.7626437473906724
18,Mom_1 T_2 SMA_250,13.043146372349268,12.98876650691939,-0.22682919249456046,1.004186684347656,0.5750206236202182,0.5774280534647083
19,Mom_1 T_2 SMA_300,13.070459881906604,13.072314224441529,-0.2018040620385,0.9998581473407778,0.647680713156955,0.6475888379254667
20,Mom_1 T_3 SMA_25,10.75262858507151,11.362393619623017,-0.19438794017311378,0.9463348080550181,0.5531530698610042,0.5234680041919575
21,Mom_1 T_3 SMA_50,11.127778809594012,11.538820781704773,-0.18745943588227432,0.9643774715036321,0.5936099592544557,0.5724640715651861
22,Mom_1 T_3 SMA_75,12.639802719468873,11.544584373550238,-0.16877796965066294,1.094868581707271,0.7489012188990523,0.8199484153748519
23,Mom_1 T_3 SMA_100,12.635559231059524,11.607858495865996,-0.15461791210712061,1.088534912409514,0.8172118649684974,0.8895636458534989
24,Mom_1 T_3 SMA_125,12.606815790527403,11.626095257648712,-0.15854505611494119,1.0843551090150825,0.7951566639446503,0.8622321910157706
25,Mom_1 T_3 SMA_150,12.374485804717938,11.611839705205707,-0.1453808850697621,1.0656783178956846,0.8511769479722144,0.9070808181466121
26,Mom_1 T_3 SMA_175,12.54453758060501,11.548257726981207,-0.14579679405302803,1.0862710096343025,0.8604124433656896,0.9346410935567647
27,Mom_1 T_3 SMA_200,12.02430671675856,11.567915294483441,-0.1509324616201202,1.0394532126711513,0.7966680320249708,0.8280991453207596
28,Mom_1 T_3 SMA_250,12.320275455550433,11.67315511524696,-0.20005706799464573,1.0554366265088204,0.6158380495649456,0.649978033508598
29,Mom_1 T_3 SMA_300,12.398540378400869,11.845322825005766,-0.17359620412662524,1.0467034593795321,0.7142172515106999,0.747573667904791
30,Mom_1 T_4 SMA_25,9.918753323602548,10.777472102548339,-0.16199608943693367,0.9203228019729462,0.6122835037609964,0.5634984697831331
31,Mom_1 T_4 SMA_50,10.320239026581124,10.936379638822341,-0.18048548441404866,0.9436613730878526,0.5718043786228061,0.5395897050688435
32,Mom_1 T_4 SMA_75,11.47794703869176,10.938298565483386,-0.1505549884228683,1.0493356868966144,0.7623757378568756,0.7999880685573578
33,Mom_1 T_4 SMA_100,11.38086497489683,10.952418128891816,-0.1371866421922454,1.0391189270682424,0.8295898779232709,0.8620425438543035
34,Mom_1 T_4 SMA_125,11.385854327538048,10.978573930060154,-0.13450249289877436,1.0370977505887837,0.8465162304543279,0.8779200784410799
35,Mom_1 T_4 SMA_150,11.118620355460829,10.951295689965376,-0.1457469988596759,1.015278983440176,0.7628713072964028,0.77452720536757
36,Mom_1 T_4 SMA_175,11.037153432887802,10.871549867628522,-0.14574699885967557,1.0152327466898152,0.757281694940032,0.7688171751718874
37,Mom_1 T_4 SMA_200,10.795771341333648,10.875836383125684,-0.15835236076638703,0.9926382634887502,0.6817562611055958,0.6767373511464416
38,Mom_1 T_4 SMA_250,11.194762107577061,10.974955048800561,-0.1651362459688881,1.020028060051191,0.6779106574631816,0.6914878928201966
39,Mom_1 T_4 SMA_300,11.214296895550646,11.133955494347887,-0.17359620412662558,1.0072158902775876,0.6459989693882158,0.6506604270707558
40,Mom_2 T_1 SMA_25,9.528248491538838,13.79760071082488,-0.2899400710004284,0.6905728532978541,0.3286282043962374,0.22694171678406008
41,Mom_2 T_1 SMA_50,9.422485156268312,14.142550056325348,-0.2473042746927866,0.6662507906100035,0.38100777546095316,0.25384673162941873
42,Mom_2 T_1 SMA_75,12.42957339180335,14.418959187206706,-0.24151083372142912,0.8620298615472572,0.5146590403534548,0.4436514612999329
43,Mom_2 T_1 SMA_100,11.870808712054725,14.597285749590457,-0.2342048002654853,0.81322027366545,0.5068559098104927,0.4121855016850395
44,Mom_2 T_1 SMA_125,11.743419984225989,14.789382139892457,-0.22426302673312026,0.7940439886633008,0.523644942962489,0.4157971191533014
45,Mom_2 T_1 SMA_150,11.040212577097396,14.862260484707148,-0.23565774981171195,0.7428353572767391,0.4684850205825359,0.3480072376432285
46,Mom_2 T_1 SMA_175,13.001403567547554,14.979003899460144,-0.21051320754066682,0.8679751774426159,0.6176051241362587,0.5360659172116379
47,Mom_2 T_1 SMA_200,11.562645370806845,14.896571856158072,-0.23160253306882006,0.7761950522882873,0.49924520330574435,0.3875116566845789
48,Mom_2 T_1 SMA_250,12.477521094637712,14.98677733994351,-0.29294482517700726,0.8325686577982311,0.4259341699276773,0.35461944016708996
49,Mom_2 T_1 SMA_300,11.972259359998816,14.970084037762025,-0.31476641859419807,0.7997456346803934,0.3803537687873129,0.30418626622188916
50,Mom_2 T_2 SMA_25,9.742792711006775,11.87926579944748,-0.189134551675874,0.8201510830290475,0.5151249533561332,0.4224802883903202
51,Mom_2 T_2 SMA_50,9.117943930252025,12.200037675790618,-0.21102884413685008,0.7473701452861408,0.43207097909038117,0.32291695041670326
52,Mom_2 T_2 SMA_75,12.785707569290917,12.421237795568006,-0.1842101617662355,1.029342468095487,0.694082641625173,0.7144487393926909
53,Mom_2 T_2 SMA_100,12.364623614548243,12.586599841419064,-0.17361665732707665,0.9823640832577868,0.712179568764218,0.6996196291839869
54,Mom_2 T_2 SMA_125,12.384627077415079,12.756703037011826,-0.16827734784354398,0.9708329057659162,0.7359651929462127,0.7144992268105448
55,Mom_2 T_2 SMA_150,12.175450822547894,12.815363367648628,-0.17534063208351103,0.9500667654327974,0.6943884413938342,0.6597153804689616
56,Mom_2 T_2 SMA_175,12.992453795299364,12.845458348865096,-0.16452064075578532,1.011443378853605,0.7897157302338361,0.7987527465215533
57,Mom_2 T_2 SMA_200,12.083933260084812,12.96375602604661,-0.18666567468020123,0.9321321101543357,0.6473570076977039,0.6034222536084572
58,Mom_2 T_2 SMA_250,12.611885865514584,13.065588789422023,-0.22388255280133706,0.9652749729675589,0.5633259808639838,0.5437644709504056
59,Mom_2 T_2 SMA_300,12.502188273645508,13.246793712187058,-0.2153800136670626,0.9437897611512956,0.5804711431104078,0.5478427215113914
60,Mom_2 T_3 SMA_25,10.005760282868724,11.010352474306163,-0.16283350809418795,0.9087593068630853,0.6144779658668953,0.5584125703438383
61,Mom_2 T_3 SMA_50,9.835311123854297,11.214276772793124,-0.1848126688722429,0.877034812241809,0.5321773222512813,0.46673803790000123
62,Mom_2 T_3 SMA_75,12.219999383387048,11.408917822840959,-0.15992986629665185,1.071091892600215,0.7640848871042216,0.8184051278356824
63,Mom_2 T_3 SMA_100,11.83211020584376,11.520078990876458,-0.14678166605361243,1.027085857242335,0.8061027323073201,0.8279367158372523
64,Mom_2 T_3 SMA_125,11.935947832198535,11.653367222425533,-0.1424797328371028,1.0242488376431842,0.8377295208606906,0.858043488000944
65,Mom_2 T_3 SMA_150,12.245237428962575,11.726474396425331,-0.1516956829351136,1.0442386189574064,0.8072238571351013,0.8429343257642289
66,Mom_2 T_3 SMA_175,12.884217898908211,11.761575010799273,-0.14448235538329657,1.0954500470454125,0.8917502669947296,0.9768678719321356
67,Mom_2 T_3 SMA_200,12.394253543050437,11.856171784101408,-0.14779951834619443,1.0453841061640632,0.8385855164980358,0.8766439706064284
68,Mom_2 T_3 SMA_250,12.95033544442925,11.929884133580341,-0.18443915120403398,1.085537403332907,0.702146770893728,0.7622065824345631
69,Mom_2 T_3 SMA_300,13.12793420688363,12.090735803035884,-0.17359620412662569,1.0857845561051227,0.756233943762259,0.8211071369395307
70,Mom_2 T_4 SMA_25,9.508891893363923,10.630159269739256,-0.16649235105027316,0.8945201715305217,0.5711308557648194,0.5108880710651198
71,Mom_2 T_4 SMA_50,9.785411396784461,10.721718894105674,-0.15289700856143873,0.9126718853041416,0.6400001863249261,0.5841101766481721
72,Mom_2 T_4 SMA_75,11.625842470161075,10.826501084215456,-0.15055498842286807,1.0738319222182522,0.772199087652097,0.8292120306286319
73,Mom_2 T_4 SMA_100,11.718321328317604,10.895707654025669,-0.1371866421922454,1.0754988753748365,0.8541882169472613,0.9186784666852164
74,Mom_2 T_4 SMA_125,11.661923935083628,11.003313638357517,-0.1360556801505065,1.0598556324369595,0.8571434814175388,0.9084483465870028
75,Mom_2 T_4 SMA_150,11.91219940881576,11.025097390862264,-0.14695958272744514,1.0804620572956332,0.8105765672258621,0.8757972254204871
76,Mom_2 T_4 SMA_175,12.200953206328368,11.022194593626907,-0.14154958706358245,1.106944093818034,0.8619561144214316,0.9541372299891452
77,Mom_2 T_4 SMA_200,11.883457548386822,11.146980837605938,-0.15242660761133475,1.066069613064757,0.7796183182589668,0.8311273988845332
78,Mom_2 T_4 SMA_250,12.41761827535015,11.257253803486806,-0.1768336522081423,1.1030770463311341,0.7022203138537215,0.7746031096794851
79,Mom_2 T_4 SMA_300,12.461435575601488,11.407847024462036,-0.1735962041266258,1.092356476106335,0.7178403259619536,0.7841375288748224
80,Mom_3 T_1 SMA_25,11.008276507679593,13.69048753285415,-0.3051946095427328,0.8040821396069466,0.36069695084631676,0.29002997598620806
81,Mom_3 T_1 SMA_50,10.845738694080985,14.14981400238884,-0.22095391389366015,0.7664933752662724,0.4908597681279718,0.3762407604548289
82,Mom_3 T_1 SMA_75,13.443529899402451,14.519444085737673,-0.21861116366646416,0.925898389774297,0.614951664587143,0.5693827560302592
83,Mom_3 T_1 SMA_100,13.676050369020775,14.789760352771406,-0.21861116366646438,0.9246972258382851,0.625587922393861,0.5784794163555396
84,Mom_3 T_1 SMA_125,13.154358026850389,15.044527170982702,-0.21312877797534013,0.8743616783265878,0.6172023389714364,0.5396580729701607
85,Mom_3 T_1 SMA_150,12.897912126963028,15.153691644206985,-0.24844079712973433,0.851139935389519,0.5191543529071763,0.44187300239060157
86,Mom_3 T_1 SMA_175,13.81207259925592,15.239398337346882,-0.2484407971297341,0.9063397578765925,0.5559502609405712,0.5038798248923058
87,Mom_3 T_1 SMA_200,12.402059057111781,15.163376371878897,-0.24844079712973421,0.8178956159204693,0.49919575208235645,0.4082900171142808
88,Mom_3 T_1 SMA_250,13.052079305314447,15.35407535877432,-0.27803494896304204,0.8500726354619353,0.4694402395811543,0.3990583016526342
89,Mom_3 T_1 SMA_300,13.079364643635216,15.352606225317805,-0.24737941299790367,0.8519312259872976,0.5287167790209791,0.4504303337513979
90,Mom_3 T_2 SMA_25,9.252443519925912,11.809148211184624,-0.189134551675874,0.7834979589097528,0.4891990087449554,0.3832864248523469
91,Mom_3 T_2 SMA_50,10.14516336882252,12.1315608230808,-0.16408648372221302,0.8362620042691393,0.6182814780769862,0.5170453080591464
92,Mom_3 T_2 SMA_75,13.174333404899862,12.37200830765107,-0.16626646020467084,1.0648500289765097,0.7923626562255857,0.8437473974417191
93,Mom_3 T_2 SMA_100,12.383309009922506,12.545741847469815,-0.15281717114094584,0.987052751481566,0.8103349196603812,0.799843312072373
94,Mom_3 T_2 SMA_125,12.692701858913624,12.772263009815381,-0.1624294800747711,0.993770786677301,0.7814284607123533,0.7765607761341478
95,Mom_3 T_2 SMA_150,12.489475334232903,12.91955120555948,-0.1674476319936662,0.9667112375280104,0.7458735119470262,0.721044305773673
96,Mom_3 T_2 SMA_175,13.120892674686257,12.984410516363443,-0.1670015332041319,1.010511232539268,0.7856749829145653,0.7939333953602656
97,Mom_3 T_2 SMA_200,12.249382271066,13.044179842264631,-0.18136398329568792,0.9390687969033211,0.6754032442646092,0.6342501120161664
98,Mom_3 T_2 SMA_250,12.377221671019779,13.147370136043527,-0.1913292343840831,0.9414218617826553,0.6469069774341528,0.6090123710962503
99,Mom_3 T_2 SMA_300,12.030210162219234,13.235058805711903,-0.1992946284756616,0.9089653728646307,0.6036394585360536,0.5486873655040277
100,Mom_3 T_3 SMA_25,10.013737011145896,11.008693511740422,-0.15060958090786858,0.9096208374287615,0.66488047777462,0.6047891369833849
101,Mom_3 T_3 SMA_50,10.678419769829173,11.168621799867896,-0.1529452635831945,0.9561089954675946,0.6981857116497533,0.6675416394152733
102,Mom_3 T_3 SMA_75,12.834135742295683,11.357198952494972,-0.15992986629665173,1.1300441064718916,0.8024852417802826,0.9068437180044793
103,Mom_3 T_3 SMA_100,12.150345773863446,11.444705256923132,-0.1419958424769575,1.0616565041300174,0.8556832060653573,0.9084416411941125
104,Mom_3 T_3 SMA_125,12.510353554390608,11.599590253077459,-0.14799787692327115,1.0785168511509722,0.8453062850946536,0.9116770728584117
105,Mom_3 T_3 SMA_150,12.508257119445876,11.675690973419789,-0.16536902449697255,1.0713076551890128,0.7563845259107075,0.8103205328746531
106,Mom_3 T_3 SMA_175,13.119284739743598,11.694265138225386,-0.16536902449697288,1.1218562761041058,0.793333865253813,0.890006575780919
107,Mom_3 T_3 SMA_200,12.322194270221964,11.750959426044535,-0.16536902449697255,1.0486117621095141,0.7451331534248452,0.7813553890190459
108,Mom_3 T_3 SMA_250,13.00029712855013,11.880539060587479,-0.19017735335510055,1.0942514529224805,0.6835880770869642,0.7480172465528953
109,Mom_3 T_3 SMA_300,13.026777736288375,12.020581515680028,-0.1901773533551009,1.083706118484853,0.6849804935482858,0.7423175519010518
110,Mom_3 T_4 SMA_25,9.466325027452704,10.516306184603248,-0.15030409433190917,0.9001568479731216,0.6298115210719865,0.5669291536253166
111,Mom_3 T_4 SMA_50,10.129437616040038,10.5862679007391,-0.12972299053851022,0.9568468993055458,0.7808513798510498,0.7471552216289339
112,Mom_3 T_4 SMA_75,11.873098843349904,10.697806368171577,-0.1505549884228684,1.109862941497529,0.7886220820529418,0.8752624237171837
113,Mom_3 T_4 SMA_100,11.473380153154334,10.815130837208232,-0.13894526585659417,1.0608637404257257,0.8257481881387773,0.8760063115186691
114,Mom_3 T_4 SMA_125,11.830638292947038,10.93204897210094,-0.13450249289877436,1.0821977035722523,0.8795850573454198,0.9518849291556811
115,Mom_3 T_4 SMA_150,11.840738714983011,10.984114591170593,-0.14574699885967568,1.0779875443489093,0.8124173264372464,0.8757757587125935
116,Mom_3 T_4 SMA_175,12.028460496387773,10.98779925936591,-0.1457469988596759,1.0947106160621574,0.8252973022085129,0.9034617181351177
117,Mom_3 T_4 SMA_200,11.8403242388869,11.00460239027758,-0.15242660761133464,1.0759429390513617,0.7767885426590336,0.8357801476099848
118,Mom_3 T_4 SMA_250,12.431264181611535,11.072041534940428,-0.16513624596888754,1.1227617004851147,0.7527883481106653,0.8452019258301111
119,Mom_3 T_4 SMA_300,12.152514114737833,11.237847478711608,-0.1735962041266258,1.0813916221731006,0.7000449218275222,0.7570227136091057
120,Mom_4 T_1 SMA_25,8.991573067671155,13.650636650225687,-0.30762469179425156,0.6586925795525073,0.2922903559927817,0.19252948856720603
121,Mom_4 T_1 SMA_50,7.619249615260637,14.117654232146892,-0.2568687501984396,0.539696573522184,0.2966203405192152,0.1600849814152039
122,Mom_4 T_1 SMA_75,12.226558911164954,14.430554657197103,-0.21861116366646427,0.8472688127110258,0.5592833735526449,0.4738633598789666
123,Mom_4 T_1 SMA_100,10.808202570258318,14.738194524850782,-0.21861116366646427,0.7333464456609041,0.49440304827014353,0.36256871817282615
124,Mom_4 T_1 SMA_125,10.400708614157118,15.122780431136954,-0.22426302673311993,0.6877510826476488,0.46377277457038374,0.3189602278132854
125,Mom_4 T_1 SMA_150,9.376385375786644,15.286770159006446,-0.24844079712973433,0.6133660203075922,0.37740924534589826,0.2314900068451053
126,Mom_4 T_1 SMA_175,9.849956269968052,15.439913100512525,-0.24844079712973444,0.6379541261563891,0.39647096546806115,0.2529302883215569
127,Mom_4 T_1 SMA_200,9.03633418988672,15.384192820104865,-0.24844079712973455,0.5873778556699815,0.36372183209378417,0.213642149795604
128,Mom_4 T_1 SMA_250,9.078087636195109,15.574180676808842,-0.27803494896304226,0.5828934326999996,0.3265088676820198,0.19031987469016248
129,Mom_4 T_1 SMA_300,8.58903794810768,15.630217973208781,-0.332559474930886,0.5495149180152097,0.258270733374615,0.14192362087607963
130,Mom_4 T_2 SMA_25,9.58677037581892,11.86505910730178,-0.18913455167587379,0.8079833643575532,0.5068756761190885,0.4095471141017106
131,Mom_4 T_2 SMA_50,9.638354981651664,11.99605184064746,-0.15749673721648616,0.803460597677065,0.6119717241128192,0.4916951672171497
132,Mom_4 T_2 SMA_75,12.542124327005943,12.225168839378915,-0.16626646020467095,1.025926471183455,0.7543388072114375,0.7738961505591667
133,Mom_4 T_2 SMA_100,11.994664204530704,12.374989057354624,-0.15524337387882192,0.9692666513835915,0.7726361457393577,0.7488904497187118
134,Mom_4 T_2 SMA_125,12.208921686968456,12.621845464476452,-0.17790637455312286,0.9672849918286395,0.6862554373127799,0.6638045850734517
135,Mom_4 T_2 SMA_150,11.845226412835475,12.786394510944934,-0.20353516500210533,0.9263930033361761,0.5819744422401383,0.5391370514117376
136,Mom_4 T_2 SMA_175,11.918737667059641,12.871001719892837,-0.22732792874713514,0.9260147676492484,0.5242971126665775,0.4855068689651126
137,Mom_4 T_2 SMA_200,11.1905395883102,12.921259643168614,-0.22732792874713492,0.8660563983192278,0.4922641775686894,0.42632854064671594
138,Mom_4 T_2 SMA_250,11.316151299998545,13.17134872362761,-0.21776258973218932,0.8591490163569132,0.5196554336498052,0.4464614546647553
139,Mom_4 T_2 SMA_300,11.321218493704643,13.329277952708555,-0.2177625897321891,0.8493497197576357,0.5198881271401031,0.4415668350917687
140,Mom_4 T_3 SMA_25,10.067132266375856,11.070413035450736,-0.15804880510720132,0.9093727789684017,0.6369635163990973,0.5792372830093323
141,Mom_4 T_3 SMA_50,10.691860369797235,11.172565097322124,-0.13240573186785665,0.9569745422526017,0.807507365350913,0.7727639913222945
142,Mom_4 T_3 SMA_75,12.80427005461313,11.363237414976757,-0.15155065161029224,1.1268153244547272,0.8448838667839522,0.9520280884767236
143,Mom_4 T_3 SMA_100,12.411531581011115,11.483937604070382,-0.14829970607837817,1.0807731641289966,0.836922196895756,0.9045230508688172
144,Mom_4 T_3 SMA_125,12.300734146185711,11.65978178489448,-0.17218807573816652,1.0549712141372662,0.7143778158535504,0.7536480317437485
145,Mom_4 T_3 SMA_150,12.366290673941505,11.766276581242456,-0.16536902449697244,1.0509943896487677,0.747799698979775,0.7859332882087808
146,Mom_4 T_3 SMA_175,12.41481985788071,11.855056205448312,-0.17267888217985028,1.0472172921605503,0.7189541477892067,0.7529012158354091
147,Mom_4 T_3 SMA_200,12.2303336063732,11.950309528856739,-0.17267888217985017,1.0234323702528607,0.7082703716853428,0.724866825273805
148,Mom_4 T_3 SMA_250,12.857191386942212,12.193313675524363,-0.19017735335510078,1.0544460455200502,0.6760632199426582,0.7128721887900878
149,Mom_4 T_3 SMA_300,12.999245691129513,12.343329449209138,-0.190177353355101,1.0531393287863997,0.6835327898825679,0.7198552635404227
150,Mom_4 T_4 SMA_25,9.41419472225855,10.61215395975638,-0.15662025876319952,0.8871144122069134,0.6010840996305753,0.5332303677306997
151,Mom_4 T_4 SMA_50,10.030671372418244,10.617650444399233,-0.13735400022174415,0.9447166701282186,0.7302787946637694,0.6899065511600053
152,Mom_4 T_4 SMA_75,11.825836459142991,10.730156107531814,-0.1505549884228683,1.102112247075519,0.7854828712767331,0.8656902923021309
153,Mom_4 T_4 SMA_100,11.737659785278076,10.850959434477685,-0.1389452658565946,1.0817163086964459,0.8447686009966336,0.9137999727727393
154,Mom_4 T_4 SMA_125,11.644315997863641,10.954095498247096,-0.15384648385967647,1.0630102686001777,0.7568789162893338,0.8045700601025361
155,Mom_4 T_4 SMA_150,11.713234288599693,11.027946785937939,-0.14574699885967568,1.0621409874352663,0.8036689866854222,0.8536097710891543
156,Mom_4 T_4 SMA_175,11.762930575489406,11.081293337162275,-0.14758699386441954,1.0615124261751279,0.7970167470377095,0.8460431808502072
157,Mom_4 T_4 SMA_200,11.689985205725284,11.153055140607938,-0.15242660761133475,1.0481419717152118,0.7669254986985614,0.8038468043645823
158,Mom_4 T_4 SMA_250,12.033420024569974,11.303435146800966,-0.16513624596888798,1.0645807994019945,0.7286964744758152,0.7757562753188784
159,Mom_4 T_4 SMA_300,12.160108175894123,11.438113900235404,-0.17359620412662513,1.0631217945507485,0.7004823773119058,0.7446980820190078
